rank,uid,profile,start_date,end_date,name,changesets,map_changes,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,countries,editors,hashtags,tags_create,tags_modify
76,16197001,https://www.openstreetmap.org/user/etsyo,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,etsyo,6.0,2230.0,0.0,1823.0,0.0,0.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,JOSM/1.5 (18772 en),"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15395,#omhesa","{""building"": 407}",{}
77,20090543,https://www.openstreetmap.org/user/charles_e,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,charles_e,12.0,2190.0,0.0,2023.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,"JOSM/1.5 (18789 en_GB),iD 2.21.1","#fao_swalim,#fao_rtea,#elnino2023,#omhesa,#hotosm-project-15402,#hotosm-project-15401","{""building"": 167}",{}
78,9580960,https://www.openstreetmap.org/user/Vickystickz,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Vickystickz,20.0,2161.0,0.0,1679.0,67.0,4.0,405.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,405.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18721 en),"#fao_swalim,#fao_rtea,#youthmappersfuta,#hotosm-project-15226,#hotosm-project-15225,#omhesa,#elinino2023","{""building"": 405}","{""building"": 4, ""highway"": 1, ""source"": 1}"
79,17943802,https://www.openstreetmap.org/user/Tade%40yoni,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Tade@yoni,24.0,2093.0,0.0,1691.0,4.0,0.0,390.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,390.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,"Ethiopia,Kenya,Somalia",iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15400,#omhesa","{""building"": 390, ""layer"": 1}","{""highway"": 3, ""barrier"": 2, ""name"": 2, ""right:country"": 1, ""right:state"": 1, ""building"": 1, ""boundary"": 1, ""name:fr"": 1, ""name:en"": 1, ""name:ar"": 1, ""admin_level"": 1, ""left:country"": 1, ""source"": 1, ""landuse"": 1, ""border_type"": 1}"
80,8813821,https://www.openstreetmap.org/user/Kimeu,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Kimeu,16.0,2072.0,0.0,1666.0,0.0,0.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,406.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15395,#omhesa,#hotosm-project-15383","{""building"": 406}",{}
81,19955469,https://www.openstreetmap.org/user/Lorlormich,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Lorlormich,6.0,2065.0,0.0,950.0,730.0,148.0,193.0,15.0,29.0,0.0,0.0,0.0,0.0,0.0,193.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15387,#omhesa","{""building"": 193}","{""building"": 15}"
82,20058120,https://www.openstreetmap.org/user/Jawahir%20Cabdi,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Jawahir Cabdi,215.0,2053.0,0.0,1829.0,3.0,4.0,209.0,7.0,1.0,0.0,0.0,0.0,0.0,1.0,209.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15413,#omhesa,#hotosm-project-15380","{""building"": 209, ""name"": 38, ""height"": 20, ""building:levels"": 20}","{""building"": 4, ""highway"": 1, ""pcode"": 1, ""place"": 1, ""source"": 1, ""alt_name"": 1, ""name"": 1}"
83,7542262,https://www.openstreetmap.org/user/Racheal%20Twesige%20Kirungi,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Racheal Twesige Kirungi,17.0,2011.0,0.0,1616.0,60.0,0.0,334.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#omhesa,#hotosm-project-15387,#hotosm-project-15395,#hotosm-project-15393","{""building"": 334}","{""landuse"": 1, ""name"": 1}"
84,9602945,https://www.openstreetmap.org/user/bernard98,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,bernard98,14.0,1963.0,1277.0,1286.0,311.0,100.0,238.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0,26.0,4.0,2.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",JOSM/1.5 (18789 fr),"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15387,#hotosm-project-15232,#hotosm-project-15225,#omhesa,#elinino2023,#hotosm-project-15383","{""building"": 234, ""highway"": 4}","{""building"": 26, ""highway"": 2}"
85,17395085,https://www.openstreetmap.org/user/Kilambega,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Kilambega,24.0,1886.0,0.0,1539.0,0.0,0.0,344.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,344.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15388,#fao_rtea,#krcs-elnino-mapping,#omhesa,#hotosm-project-15390,#fao_swalim,#elnino2023,#hotosm-project-15387,#hotosm-project-15386,#hotosm-project-15393,#hotosm-project-15383","{""building"": 344, ""layer"": 2}","{""highway"": 2, ""layer"": 2, ""building"": 1}"
86,10165554,https://www.openstreetmap.org/user/theo95,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,theo95,32.0,1869.0,1582.0,1425.0,85.0,4.0,335.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,315.0,5.0,20.0,14.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",JOSM/1.5 (18700 fr),"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15233,#hotosm-project-15225,#omhesa,#hotosm-project-15383","{""building"": 315, ""highway"": 20, ""surface"": 5}","{""highway"": 14, ""surface"": 14, ""building"": 5}"
87,13116824,https://www.openstreetmap.org/user/Vivek%20Dumre,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Vivek Dumre,11.0,1742.0,0.0,1222.0,259.0,11.0,230.0,19.0,1.0,0.0,0.0,0.0,1.0,0.0,226.0,7.0,1.0,7.0,0.0,3.0,0.0,0.0,"Ethiopia,Kenya,Somalia",JOSM/1.5 (18700 en),"#fao_swalim,#fao_rtea,#elnino2023,#omhesa,#hotosm-project-15256,#hotosm-project-15400,#hotosm-project-15395,#hotosm-project-15255,#hotosm-project-15393,#elinino2023","{""building"": 226, ""landuse"": 3, ""ford"": 1, ""highway"": 1}","{""highway"": 7, ""building"": 7, ""source"": 4, ""waterway"": 3, ""layer"": 2, ""landuse"": 2, ""operator"": 1, ""name"": 1, ""bridge"": 1, ""plant:output:electricity"": 1, ""wikidata"": 1, ""surface"": 1, ""power"": 1, ""plant:source"": 1, ""fixme"": 1, ""AUTO_ID"": 1}"
88,18240622,https://www.openstreetmap.org/user/Eduard%20Rene,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Eduard Rene,30.0,1734.0,0.0,1288.0,18.0,108.0,293.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,292.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ethiopia,Kenya",JOSM/1.5 (18789 en),"#fao_swalim,#fao_rtea,#elnino2023,#omhesa,#hotosm-project-15385,#hotosm-project-15387,#hotosm-project-15386,#hotosm-project-15402,#hotosm-project-15383","{""building"": 292, ""leisure"": 1}",{}
89,10019754,https://www.openstreetmap.org/user/Manish%20Adhikari,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Manish Adhikari,13.0,1685.0,0.0,1228.0,136.0,17.0,288.0,12.0,3.0,1.0,0.0,0.0,0.0,0.0,288.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18570 en),"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15233,#gesan,#omhesa","{""building"": 288, ""type"": 1}","{""building"": 9, ""highway"": 1, ""attribution"": 1, ""source"": 1, ""landuse"": 1, ""surface"": 1, ""tracktype"": 1}"
90,14839787,https://www.openstreetmap.org/user/clepp,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,clepp,5.0,1612.0,0.0,1299.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,JOSM/1.5 (18789 en_GB),"#hotosm-project-15388,#fao_rtea,#fao_swalim,#elnino2023,#omhesa","{""building"": 313}",{}
91,18825197,https://www.openstreetmap.org/user/Nibyo,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Nibyo,19.0,1521.0,0.0,1106.0,167.0,38.0,201.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,201.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,JOSM/1.5 (18678 en_GB),"#fao_swalim,#fao_rtea,#elnino2023,#OSMRwanda,#Ecomappers,#omhesa,#hotosm-project-15383","{""building"": 201}","{""building"": 5}"
92,1414812,https://www.openstreetmap.org/user/RAytoun,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,RAytoun,15.0,1492.0,915.0,860.0,383.0,112.0,110.0,27.0,0.0,0.0,0.0,0.0,4.0,0.0,105.0,10.0,4.0,4.0,0.0,0.0,0.0,0.0,"Ethiopia,Somalia",JOSM/1.5 (18746 en_GB),"#fao_swalim,#fao_rtea,#elnino2023,#omhesa,#hotosm-project-15225,#hotosm-project-15402","{""building"": 105, ""highway"": 4, ""place"": 4, ""surface"": 3, ""landuse"": 1}","{""landuse"": 13, ""building"": 10, ""highway"": 4, ""surface"": 1}"
93,19386660,https://www.openstreetmap.org/user/%EC%84%B1%EC%98%88%EC%9D%80,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,성예은,9.0,1481.0,0.0,1393.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ethiopia,iD 2.21.1,"#fao_swalim,#fao_rtea,#hotosm-project-15405,#omhesa,#elinino2023","{""building"": 88}",{}
94,3767710,https://www.openstreetmap.org/user/Richard%20Dalmat,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Richard Dalmat,11.0,1359.0,0.0,1091.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18543 en_GB),"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15225,#omhesa","{""building"": 268}",{}
95,11526730,https://www.openstreetmap.org/user/Mutumwa,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Mutumwa,11.0,1279.0,0.0,1088.0,15.0,3.0,170.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,170.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18789 fr),"#fao_swalim,#fao_rtea,#elnino2023,#omhesa,#hotosm-project-15380","{""building"": 170}","{""building"": 2}"
96,8970545,https://www.openstreetmap.org/user/Becky%20Candy,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Becky Candy,20.0,1277.0,0.0,853.0,250.0,1.0,166.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,"Ethiopia,Somalia,Uganda","JOSM/1.5 (18700 en),iD 2.21.1","#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15258,#hotosm-project-15413,#hotosm-project-15400,#hotosm-project-15225,#omhesa,#elinino2023","{""building"": 166}","{""highway"": 3, ""surface"": 3, ""name"": 3, ""leisure"": 2, ""sport"": 1}"
97,20077054,https://www.openstreetmap.org/user/Bernard948,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Bernard948,18.0,1273.0,0.0,1031.0,1.0,10.0,226.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,226.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15385,#hotosm-project-15387,#hotosm-project-15386,#omhesa","{""building"": 226, ""layer"": 1}","{""highway"": 2, ""layer"": 1, ""building"": 1, ""tunnel"": 1}"
98,19702359,https://www.openstreetmap.org/user/Raisha%20Ritu,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Raisha Ritu,42.0,1269.0,361.0,757.0,301.0,70.0,69.0,65.0,7.0,0.0,0.0,0.0,0.0,0.0,54.0,62.0,4.0,0.0,0.0,2.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15387,#hotosm-project-15386,#omhesa,#elinino2023,#hotosm-project-15383","{""building"": 54, ""landuse"": 9, ""highway"": 4, ""natural"": 1, ""residential area"": 1}","{""building"": 62, ""waterway"": 2, ""name"": 2, ""source"": 1, ""landuse"": 1, ""intermittent"": 1}"
99,9122940,https://www.openstreetmap.org/user/Jonny%20Collin,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Jonny Collin,27.0,1242.0,0.0,935.0,7.0,71.0,216.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15385,#omhesa,#hotosm-project-15383","{""building"": 216}",{}
100,10359470,https://www.openstreetmap.org/user/Nuwashaba%20dativah,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Nuwashaba dativah,22.0,1237.0,0.0,885.0,128.0,2.0,218.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18360 en),"#fao_swalim,#fao_rtea,#hotosm-project-15226,#omhesa,#elinino2023","{""building"": 218}","{""building"": 3, ""highway"": 1, ""surface"": 1}"
101,4159996,https://www.openstreetmap.org/user/Akrimullah,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Akrimullah,5.0,1213.0,0.0,942.0,42.0,4.0,218.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18746 en),"#fao_swalim,#fao_rtea,#hotosm-project-15225,#omhesa,#elinino2023","{""building"": 218}","{""highway"": 5, ""surface"": 5, ""building"": 2}"
102,20076088,https://www.openstreetmap.org/user/nugentme,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,nugentme,22.0,1138.0,0.0,927.0,0.0,0.0,206.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,206.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15385,#hotosm-project-15409,#omhesa,#hotosm-project-15383","{""building"": 206, ""layer"": 3}","{""highway"": 2, ""source"": 2, ""building"": 1, ""boundary"": 1, ""place"": 1, ""name"": 1, ""admin_level"": 1}"
103,6364092,https://www.openstreetmap.org/user/NeemaAlphonce,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,NeemaAlphonce,12.0,1133.0,0.0,908.0,6.0,0.0,218.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18746 en),"#fao_swalim,#fao_rtea,#hotosm-project-15258,#elnino2023,#omhesa","{""building"": 218}","{""highway"": 1, ""surface"": 1, ""attribution"": 1, ""source"": 1}"
104,10294659,https://www.openstreetmap.org/user/charles%20chilufya,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,charles chilufya,35.0,1085.0,0.0,629.0,297.0,4.0,133.0,20.0,1.0,1.0,0.0,0.0,0.0,0.0,132.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18463 en),"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15233,#hotosm-project-15234,#omhesa","{""building"": 132, ""landuse"": 1, ""type"": 1}","{""building"": 18, ""landuse"": 1}"
105,1727362,https://www.openstreetmap.org/user/lukbern,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,lukbern,20.0,1050.0,0.0,840.0,0.0,0.0,207.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,207.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15385,#hotosm-project-15395,#hotosm-project-15409,#omhesa,#hotosm-project-15383","{""building"": 207, ""name"": 1}","{""landuse"": 1, ""building"": 1}"
106,2582756,https://www.openstreetmap.org/user/MIKWELL,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,MIKWELL,7.0,952.0,0.0,856.0,13.0,8.0,73.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,72.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#omhesa,#hotosm-project-15380","{""building"": 72, ""area"": 1}","{""building"": 1}"
107,17275323,https://www.openstreetmap.org/user/judithmurage,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,judithmurage,160.0,943.0,1848.0,748.0,24.0,0.0,170.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,166.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,Kenya,"iD 2.21.1,JOSM/1.5 (18772 en)","#hotosm-project-15388,#fao_rtea,#krcs-elnino-mapping,#omhesa,#hotosm-project-15390,#fao_swalim,#elnino2023,#AGGES,#hotosm-project-15387,#hotosm-project-15395,#hotosm-project-15393","{""building"": 166, ""source"": 12, ""highway"": 3, ""landuse"": 1}","{""highway"": 1, ""name"": 1}"
108,13352108,https://www.openstreetmap.org/user/Reza1977,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Reza1977,21.0,829.0,0.0,681.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#omhesa,#elinino2023,#hotosm-project-15383","{""building"": 148}",{}
109,14667107,https://www.openstreetmap.org/user/rakshya77,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,rakshya77,18.0,812.0,2188.0,673.0,13.0,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18463 en),"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15255,#omhesa","{""building"": 118, ""highway"": 8}",{}
110,108500,https://www.openstreetmap.org/user/Zkwosch,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Zkwosch,8.0,798.0,0.0,685.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15254,#omhesa","{""building"": 113}",{}
111,19871716,https://www.openstreetmap.org/user/Levis%20Ruto,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Levis Ruto,10.0,796.0,0.0,659.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15388,#fao_rtea,#fao_swalim,#elnino2023,#omhesa","{""building"": 137}",{}
112,10868348,https://www.openstreetmap.org/user/Isaboke,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Isaboke,14.0,794.0,2520.0,701.0,0.0,0.0,83.0,10.0,0.0,0.0,0.0,0.0,27.0,0.0,58.0,7.0,14.0,3.0,0.0,0.0,0.0,0.0,"Kenya,Somalia",JOSM/1.5 (18427 en),"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15232,#hotosm-project-15386,#omhesa","{""building"": 58, ""roof:material"": 53, ""highway"": 14, ""barrier"": 13, ""bridge:structure"": 5, ""name"": 1}","{""building"": 7, ""roof:material"": 7, ""highway"": 3}"
113,20096201,https://www.openstreetmap.org/user/ILoveSara,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,ILoveSara,4.0,788.0,0.0,336.0,278.0,73.0,81.0,3.0,17.0,0.0,0.0,0.0,0.0,0.0,81.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#omhesa,#hotosm-project-15393","{""building"": 81}","{""building"": 3}"
114,6201821,https://www.openstreetmap.org/user/Walter%20Mayeku,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Walter Mayeku,5.0,771.0,0.0,371.0,232.0,81.0,46.0,24.0,17.0,0.0,0.0,0.0,0.0,2.0,45.0,8.0,1.0,15.0,0.0,1.0,0.0,0.0,"Kenya,Somalia","iD 2.21.1,JOSM/1.5 (18789 en)","#hotosm-project-15390,#fao_rtea,#krcs-elnino-mapping,#fao_swalim,#elnino2023,#hotosm-project-15256,#omhesa","{""building"": 45, ""highway"": 1}","{""highway"": 15, ""building"": 8, ""surface"": 3, ""tracktype"": 3, ""attribution"": 3, ""source"": 3, ""ford"": 2, ""waterway"": 1, ""seasonal"": 1}"
115,11367001,https://www.openstreetmap.org/user/Telvino%20Americo,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Telvino Americo,9.0,759.0,0.0,641.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ethiopia,Kenya",iD 2.21.1,"#hotosm-project-15390,#fao_rtea,#fao_swalim,#elnino2023,#hotosm-project-15387,#hotosm-project-15402,#hotosm-project-15393,#omhesa","{""building"": 118}",{}
116,11361108,https://www.openstreetmap.org/user/lmourine,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,lmourine,19.0,750.0,0.0,603.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15385,#AGGES,#fao_rteaB,#hotosm-project-15386,#omhesa,#hotosm-project-15383","{""building"": 147}",{}
117,14926777,https://www.openstreetmap.org/user/Privieh,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Privieh,14.0,738.0,0.0,474.0,4.0,121.0,111.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#hotosm-project-15388,#fao_rtea,#fao_swalim,#omhesa,#elnino2023,#hotosm-project-15393","{""building"": 111}",{}
118,12055047,https://www.openstreetmap.org/user/Evans%20Tallam,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Evans Tallam,26.0,732.0,379.0,505.0,99.0,1.0,112.0,14.0,1.0,0.0,0.0,0.0,0.0,1.0,108.0,8.0,3.0,6.0,0.0,0.0,0.0,1.0,"Kenya,Somalia",JOSM/1.5 (18570 en),"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15234,#Fixing,#hotosm-project-15225,#omhesa","{""building"": 108, ""highway"": 3}","{""building"": 8, ""highway"": 6, ""surface"": 5, ""amenity"": 1, ""name"": 1}"
119,18791964,https://www.openstreetmap.org/user/Abutunghe,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Abutunghe,16.0,729.0,0.0,582.0,30.0,8.0,106.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,106.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,"Kenya,Somalia",iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15413,#hotosm-project-15409,#omhesa,#hotosm-project-15383","{""building"": 106}","{""amenity"": 1, ""healthcare"": 1, ""building"": 1, ""operator"": 1, ""name"": 1}"
120,4367139,https://www.openstreetmap.org/user/sab27,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,sab27,8.0,723.0,0.0,81.0,310.0,267.0,13.0,13.0,39.0,0.0,0.0,0.0,0.0,0.0,13.0,11.0,0.0,2.0,0.0,0.0,0.0,0.0,Somalia,JOSM/1.5 (18772 en_GB),"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15234,#omhesa","{""building"": 13}","{""building"": 11, ""highway"": 2, ""surface"": 2}"
121,9590637,https://www.openstreetmap.org/user/briankibiwott,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,briankibiwott,12.0,684.0,0.0,521.0,54.0,33.0,68.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,68.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Somalia,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#omhesa,#hotosm-project-15380","{""building"": 68}","{""landuse"": 1, ""building"": 1}"
122,18586474,https://www.openstreetmap.org/user/Tadiwa59,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Tadiwa59,1.0,676.0,0.0,153.0,91.0,352.0,37.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#omhesa,#hotosm-project-15393","{""building"": 37}",{}
123,8508739,https://www.openstreetmap.org/user/Interoperable10,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Interoperable10,10.0,652.0,0.0,521.0,14.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Kenya,iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15386,#omhesa","{""building"": 117}",{}
124,4015712,https://www.openstreetmap.org/user/Laura%20Mugeha,2023-07-30 00:00:00+00:00,2023-08-26 03:13:31+00:00,Laura Mugeha,4.0,647.0,0.0,323.0,166.0,77.0,72.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kenya,Chad",iD 2.21.1,"#fao_swalim,#fao_rtea,#elnino2023,#hotosm-project-15387,#omhesa","{""building"": 72}","{""building"": 9}"
